equipment_type,equipment_name,brand,age,condition,usage_frequency,fuel_type,horsepower,maintenance_score,location,demand_level,rental_duration_preference,fuel_efficiency,technology_level,weather_dependency,seasonal_demand_multiplier,rental_price_per_day
Harrow,Harrow Model 50,Brand A,13,Fair,268,Hybrid,131,0.936282461758968,Suburban,0.010312595082295761,Short-Term,5.199092850045269,Basic,Low,1.0,469.99
Manure Spreader,Plough Model 41,Brand D,2,New,287,Electric,391,0.8451453498771966,Suburban,0.909391701384039,Long-Term,11.308187628571542,Intermediate,Medium,1.0,4372.59
Harrow,Cultivator Model 47,Brand B,14,Fair,108,Diesel,76,0.041737908533883705,Rural,0.14722324560956745,Short-Term,8.797240244155532,Advanced,Low,1.0,485.46
Plough,Harrow Model 38,Brand D,7,Good,87,Electric,240,0.8712551102808551,Suburban,0.6768834666263737,Long-Term,7.824250751627634,Intermediate,High,1.0,2222.99
Cultivator,Mower Model 46,Brand A,3,New,290,Electric,247,0.7837776655775687,Rural,0.6652128791714091,Short-Term,14.603302078774684,Basic,High,1.1,3771.0
Combine Harvester,Sprayer Model 14,Brand B,13,Good,62,Hybrid,88,0.7634961082294788,Urban,0.059460759403324404,Short-Term,6.321578393800497,Intermediate,High,1.2,868.65
Tractor,Manure Spreader Model 38,Brand A,2,Poor,68,Hybrid,164,0.632927448832674,Suburban,0.7798229252006922,Short-Term,11.547350531281904,Basic,Low,1.3,2714.43
Manure Spreader,Combine Harvester Model 6,Brand A,4,Good,169,Hybrid,174,0.6229415334722664,Urban,0.9265255999053675,Short-Term,9.421292038886993,Intermediate,Medium,1.0,2768.93
Tractor,Harrow Model 33,Brand C,11,Good,265,Diesel,487,0.6179805227192329,Suburban,0.7470071679900057,Short-Term,11.629067528821693,Basic,Low,1.3,3851.98
Mower,Manure Spreader Model 19,Brand C,1,Good,57,Hybrid,265,0.44931723743017515,Urban,0.06110988898941094,Short-Term,6.294655203662549,Basic,Medium,0.8,2789.25
Tractor,Seed Drill Model 26,Brand A,6,Good,54,Hybrid,250,0.7732761749631984,Rural,0.15006166728409953,Long-Term,9.600562808046629,Basic,Medium,1.3,2912.26
Tractor,Mower Model 46,Brand B,10,Poor,151,Hybrid,200,0.9141167367753814,Suburban,0.8720199858407338,Short-Term,11.433539838838424,Advanced,High,1.3,1664.78
Sprayer,Sprayer Model 41,Brand B,14,Good,96,Electric,209,0.13273480853205655,Suburban,0.9666994047805488,Short-Term,11.05769020825146,Advanced,Medium,0.9,2747.7
Combine Harvester,Plough Model 50,Brand C,13,Good,68,Hybrid,400,0.6721886407724381,Rural,0.26901278882926716,Short-Term,10.658824482048605,Intermediate,Medium,1.2,3873.78
Harrow,Plough Model 11,Brand D,7,Good,41,Hybrid,366,0.09063276002795317,Urban,0.9103784364093066,Long-Term,11.795334271570642,Intermediate,Medium,1.0,4158.57
Tractor,Mower Model 36,Brand B,12,Good,231,Diesel,178,0.6334724025309733,Rural,0.17239280565152182,Short-Term,14.915483337853845,Basic,Low,1.3,968.7
Tractor,Cultivator Model 34,Brand C,11,Poor,150,Electric,378,0.606359227312067,Suburban,0.3278013741073178,Short-Term,7.99800352498946,Advanced,High,1.3,2182.51
Sprayer,Mower Model 8,Brand B,3,Good,65,Electric,262,0.5165288755578362,Rural,0.6704967206489131,Short-Term,11.683721496216913,Intermediate,High,0.9,4633.49
Cultivator,Mower Model 41,Brand C,11,Good,294,Electric,115,0.7753235476746029,Urban,0.6749014614026185,Short-Term,14.381955561633028,Advanced,Low,1.1,904.67
Seed Drill,Seed Drill Model 4,Brand B,9,Fair,148,Hybrid,273,0.9168854440638274,Rural,0.28866645297866556,Short-Term,13.849681145206036,Basic,Medium,1.2,1513.68
Manure Spreader,Plough Model 12,Brand A,12,Poor,46,Electric,394,0.43976627419004466,Suburban,0.8887680456658382,Short-Term,14.642515650371534,Basic,Low,1.0,2973.6
Combine Harvester,Mower Model 5,Brand C,14,Good,51,Diesel,239,0.35778767358050045,Rural,0.8165228668920722,Long-Term,9.656539586792903,Basic,Low,1.2,2436.82
Mower,Mower Model 1,Brand A,7,Fair,249,Diesel,439,0.9778149171368267,Urban,0.716878957997928,Long-Term,12.344751878001937,Intermediate,High,0.8,1997.0
Plough,Sprayer Model 41,Brand A,4,Good,275,Hybrid,220,0.04811496513553404,Rural,0.018325480677868322,Short-Term,11.310545403326532,Basic,High,1.0,1507.92
Mower,Sprayer Model 43,Brand C,10,Good,208,Hybrid,216,0.8923646152740776,Urban,0.943122444326986,Long-Term,9.866300034848814,Intermediate,Medium,0.8,999.91
Manure Spreader,Cultivator Model 6,Brand C,2,Fair,142,Diesel,389,0.6228247853985862,Suburban,0.7729126286798633,Short-Term,13.055180839595073,Intermediate,Medium,1.0,4229.86
Combine Harvester,Sprayer Model 17,Brand C,8,Good,92,Electric,142,0.34148493844426464,Suburban,0.7343028101318085,Short-Term,5.6345446492758064,Advanced,Low,1.2,2699.44
Seed Drill,Seed Drill Model 39,Brand D,12,Good,256,Diesel,190,0.3310572204457718,Rural,0.20489142913980407,Short-Term,9.797548063124035,Intermediate,Low,1.2,983.05
Sprayer,Seed Drill Model 49,Brand B,10,Fair,158,Electric,217,0.6824247966310224,Suburban,0.37118188584365885,Short-Term,8.666095953991615,Intermediate,Low,0.9,1018.8
Combine Harvester,Cultivator Model 45,Brand D,14,Poor,200,Electric,150,0.8916319334339308,Suburban,0.6605678827200883,Short-Term,5.4400877772780865,Intermediate,Medium,1.2,678.09
Harrow,Cultivator Model 39,Brand A,11,Good,297,Diesel,125,0.521777465061538,Urban,0.009188886857689704,Long-Term,11.351426826356546,Basic,Medium,1.0,397.67
Manure Spreader,Combine Harvester Model 29,Brand C,5,Fair,244,Hybrid,418,0.8378490475141178,Suburban,0.6069678469683557,Long-Term,14.374021530172865,Intermediate,High,1.0,2048.02
Combine Harvester,Cultivator Model 50,Brand B,6,Fair,49,Diesel,204,0.6411321479260581,Rural,0.433973550485778,Long-Term,8.873048668517136,Intermediate,Medium,1.2,2132.04
Harrow,Harrow Model 21,Brand A,8,Fair,242,Hybrid,342,0.824947593502393,Rural,0.44364661667947236,Short-Term,7.988480334729237,Intermediate,Low,1.0,2196.52
Manure Spreader,Manure Spreader Model 27,Brand C,9,Good,19,Electric,448,0.7189496434760524,Suburban,0.7760964731431751,Long-Term,7.921527665195423,Advanced,Low,1.0,6066.61
Harrow,Harrow Model 34,Brand C,6,Fair,253,Electric,380,0.12522735590838685,Rural,0.732603915601379,Short-Term,11.634827220240076,Intermediate,High,1.0,2648.07
Mower,Manure Spreader Model 14,Brand D,9,Good,109,Hybrid,226,0.47595059909009885,Rural,0.2639630161150841,Short-Term,11.68434482297529,Advanced,Medium,0.8,1435.19
Harrow,Sprayer Model 34,Brand B,9,New,168,Diesel,199,0.1618687434943331,Rural,0.19242419112580345,Short-Term,6.064814625676284,Basic,Low,1.0,1504.48
Sprayer,Combine Harvester Model 25,Brand A,9,Good,67,Diesel,71,0.02025172202985115,Rural,0.14748731072865684,Long-Term,11.8692998110808,Advanced,High,0.9,533.99
Seed Drill,Sprayer Model 46,Brand C,1,Good,165,Diesel,102,0.3199368722978464,Suburban,0.4376651907370007,Short-Term,13.246687047128209,Basic,High,1.2,1233.4
Plough,Mower Model 50,Brand A,10,Fair,53,Diesel,285,0.10649248516550092,Urban,0.44195098606288186,Short-Term,10.95136857455622,Intermediate,High,1.0,2456.3
Plough,Cultivator Model 16,Brand C,10,Good,203,Electric,497,0.9301366478082561,Rural,0.5654837014508646,Long-Term,5.785227459296531,Basic,Medium,1.0,2277.8
Cultivator,Combine Harvester Model 2,Brand B,8,Good,207,Hybrid,303,0.7701305145915095,Urban,0.2198363982617736,Short-Term,13.721716392479689,Intermediate,Low,1.1,1967.04
Tractor,Mower Model 23,Brand C,2,Fair,238,Electric,430,0.1284833849275243,Urban,0.7539569676500634,Long-Term,6.096797124218273,Basic,High,1.3,3852.77
Tractor,Plough Model 5,Brand B,8,Poor,124,Hybrid,170,0.8225607841685895,Rural,0.9516538865489919,Long-Term,9.11292578069418,Basic,High,1.3,1205.15
Mower,Manure Spreader Model 17,Brand C,14,Fair,151,Hybrid,464,0.46758925734817225,Urban,0.8423108205060497,Short-Term,11.606282727407784,Intermediate,Medium,0.8,2305.14
Plough,Seed Drill Model 15,Brand B,7,Fair,103,Electric,185,0.6279072670438751,Suburban,0.5748693354965855,Short-Term,8.203995644582898,Basic,Low,1.0,1672.94
Harrow,Combine Harvester Model 30,Brand A,9,Good,219,Electric,485,0.286182931744803,Rural,0.3914948013361973,Short-Term,8.870093282905216,Basic,Medium,1.0,3279.48
Seed Drill,Sprayer Model 41,Brand A,7,Good,140,Electric,67,0.6685199722232306,Rural,0.546502643408775,Short-Term,6.031328249669943,Intermediate,Low,1.2,1022.16
Manure Spreader,Manure Spreader Model 3,Brand D,13,Good,153,Electric,120,0.8385370563353884,Rural,0.31902614936433615,Short-Term,7.75133410673202,Basic,Low,1.0,622.53
Mower,Sprayer Model 4,Brand A,14,Good,59,Electric,226,0.06943451052825234,Urban,0.6568595953150619,Long-Term,14.336987430265655,Intermediate,High,0.8,1634.84
Harrow,Cultivator Model 22,Brand D,6,Fair,287,Diesel,209,0.4568276378684544,Suburban,0.4998091175336181,Short-Term,8.878649891620466,Intermediate,Medium,1.0,1199.34
Plough,Sprayer Model 34,Brand C,5,Good,283,Diesel,169,0.9279572622689151,Rural,0.9199247394166228,Short-Term,11.035300624553166,Basic,High,1.0,1715.84
Plough,Combine Harvester Model 29,Brand B,11,Good,119,Hybrid,195,0.13435446809013818,Suburban,0.6845354813001124,Long-Term,10.162822433762344,Advanced,Medium,1.0,1704.0
Plough,Mower Model 39,Brand D,5,Fair,63,Electric,205,0.6102628337777984,Urban,0.5089256541492594,Short-Term,13.939352180973838,Basic,Low,1.0,1718.79
Manure Spreader,Mower Model 29,Brand B,3,Good,142,Electric,229,0.4693484812789991,Urban,0.3456495787545044,Short-Term,13.603415952280837,Basic,High,1.0,2352.17
Harrow,Manure Spreader Model 9,Brand A,10,Good,142,Hybrid,480,0.2597084709644696,Urban,0.45113658310342863,Long-Term,5.075437095118173,Basic,Medium,1.0,3029.24
Cultivator,Sprayer Model 14,Brand B,3,Good,90,Diesel,356,0.8663300993534175,Rural,0.966303066776984,Short-Term,8.080810145374791,Basic,High,1.1,8110.82
Plough,Plough Model 25,Brand B,11,Good,178,Electric,338,0.5304444639734034,Rural,0.5336568322366316,Long-Term,10.81331652556527,Intermediate,High,1.0,1707.07
Plough,Combine Harvester Model 16,Brand B,9,Good,296,Hybrid,292,0.08020318901242862,Rural,0.5064300522398342,Short-Term,13.300642386265514,Intermediate,Medium,1.0,1968.58
Manure Spreader,Sprayer Model 32,Brand C,4,Good,209,Electric,319,0.3374297770714165,Urban,0.690012227510725,Short-Term,9.5694512248396,Intermediate,High,1.0,3445.24
Harrow,Tractor Model 24,Brand B,3,Good,243,Electric,440,0.43812870366426915,Suburban,0.7166922748019542,Long-Term,10.29340869300249,Basic,Medium,1.0,3791.36
Tractor,Sprayer Model 47,Brand C,2,Good,244,Hybrid,177,0.30194189227645185,Suburban,0.967272514991617,Long-Term,12.341636347490008,Basic,Medium,1.3,2096.94
Seed Drill,Cultivator Model 31,Brand C,14,Fair,69,Hybrid,480,0.4775598141787307,Suburban,0.9187456771347929,Short-Term,10.089078234749811,Intermediate,Low,1.2,5314.36
Plough,Sprayer Model 37,Brand B,5,Good,234,Hybrid,336,0.161150946137272,Rural,0.7963167345831477,Short-Term,12.61199899146133,Basic,Low,1.0,3397.87
Tractor,Harrow Model 49,Brand B,11,Fair,247,Hybrid,279,0.09090712230002596,Rural,0.7998757795174791,Short-Term,13.855035779449597,Intermediate,Low,1.3,1968.31
Plough,Plough Model 7,Brand A,8,New,275,Hybrid,439,0.1790933042975279,Urban,0.6200020750044961,Short-Term,14.319455582838966,Intermediate,Low,1.0,4631.37
Mower,Plough Model 35,Brand A,4,Fair,261,Hybrid,309,0.8852284867657222,Urban,0.4302540832068147,Long-Term,12.065182084784054,Intermediate,Low,0.8,1449.65
Harrow,Combine Harvester Model 13,Brand A,13,Good,207,Electric,329,0.8955349530986266,Rural,0.059795141963233545,Long-Term,6.718842493199935,Intermediate,Low,1.0,1324.22
Sprayer,Seed Drill Model 27,Brand A,4,Good,18,Electric,52,0.7937679619938677,Rural,0.9267735383898673,Long-Term,5.300053867072022,Intermediate,High,0.9,1069.59
Cultivator,Seed Drill Model 46,Brand C,6,Fair,46,Diesel,416,0.3328276888703965,Urban,0.2872655616027805,Short-Term,8.053241334831242,Intermediate,Low,1.1,4447.9
Combine Harvester,Seed Drill Model 4,Brand C,7,Good,127,Electric,57,0.7179651161478189,Urban,0.1982726012532554,Short-Term,12.701796102658303,Intermediate,Low,1.2,520.52
Mower,Tractor Model 29,Brand C,13,Good,297,Diesel,427,0.16499714022223355,Urban,0.36310707546193677,Short-Term,13.364686586918562,Intermediate,Medium,0.8,1719.84
Sprayer,Harrow Model 38,Brand C,13,Good,115,Hybrid,78,0.026279011243172223,Urban,0.35170839072439,Short-Term,8.773885751763885,Intermediate,High,0.9,527.37
Combine Harvester,Harrow Model 16,Brand B,14,Fair,177,Hybrid,123,0.7158471060736357,Urban,0.1317844389295294,Short-Term,8.42147204603385,Basic,Low,1.2,527.23
Seed Drill,Combine Harvester Model 22,Brand A,3,Good,190,Diesel,489,0.9276296961849299,Suburban,0.17705289315968709,Short-Term,8.927481701534308,Advanced,Medium,1.2,6735.65
Combine Harvester,Mower Model 28,Brand A,7,Fair,116,Hybrid,270,0.8885757367297491,Rural,0.33841468376336237,Short-Term,8.279525991556891,Advanced,High,1.2,3351.17
Harrow,Seed Drill Model 21,Brand D,4,Fair,43,Diesel,309,0.18967362274774424,Rural,0.2930041897610022,Long-Term,10.763749773688271,Advanced,High,1.0,2631.46
Plough,Seed Drill Model 2,Brand A,7,Poor,62,Electric,274,0.5170639102051663,Urban,0.1749687836243562,Long-Term,7.777837730202258,Basic,Low,1.0,1371.66
Cultivator,Sprayer Model 1,Brand B,1,New,207,Electric,404,0.07829620604254484,Rural,0.21067175674091088,Long-Term,9.9024303649409,Basic,Medium,1.1,3802.48
Manure Spreader,Sprayer Model 6,Brand D,4,Fair,225,Hybrid,449,0.9252044824192442,Suburban,0.1056729668413171,Short-Term,5.071976535380781,Intermediate,Low,1.0,2332.47
Manure Spreader,Seed Drill Model 2,Brand C,8,New,133,Hybrid,163,0.545687727428927,Urban,0.8042937680539661,Short-Term,11.106452364085092,Advanced,Low,1.0,2566.48
Mower,Plough Model 4,Brand B,8,Good,96,Hybrid,345,0.9106335572593092,Suburban,0.8921387220938841,Short-Term,5.534166748982447,Basic,High,0.8,3984.58
Combine Harvester,Sprayer Model 35,Brand B,4,Poor,254,Diesel,399,0.45229960198797947,Rural,0.2721399470637592,Short-Term,13.745688205541224,Intermediate,High,1.2,2290.85
Manure Spreader,Combine Harvester Model 30,Brand D,1,Good,203,Electric,314,0.3832496122765443,Urban,0.9704035898594818,Long-Term,10.066146876062096,Basic,High,1.0,2852.79
Mower,Tractor Model 30,Brand A,11,Good,19,Hybrid,81,0.18837209527869891,Rural,0.581170886011037,Short-Term,6.327238145465658,Basic,Medium,0.8,900.81
Seed Drill,Harrow Model 35,Brand D,6,Fair,99,Hybrid,208,0.5464768200524357,Suburban,0.9495341923847549,Short-Term,5.766143582700375,Intermediate,Medium,1.2,2878.87
Mower,Mower Model 22,Brand C,4,Fair,147,Hybrid,257,0.0059473353704718734,Urban,0.6912338131413449,Short-Term,6.915682675671253,Basic,High,0.8,1905.02
Cultivator,Tractor Model 14,Brand C,14,Fair,62,Electric,191,0.1787896978499618,Urban,0.9788780495608491,Short-Term,12.569732586082434,Basic,Medium,1.1,1767.97
Combine Harvester,Combine Harvester Model 12,Brand B,12,Good,60,Hybrid,396,0.4738158358917638,Rural,0.7137432477496881,Short-Term,5.76321023040043,Intermediate,Medium,1.2,6430.89
Seed Drill,Plough Model 13,Brand C,2,Poor,206,Diesel,317,0.42919074831559745,Urban,0.3725398186368908,Long-Term,5.296998230759126,Intermediate,High,1.2,1781.36
Sprayer,Manure Spreader Model 21,Brand A,6,Poor,118,Hybrid,56,0.9518833874776518,Urban,0.5755418691490026,Short-Term,11.404333891683427,Advanced,Low,0.9,479.06
Mower,Manure Spreader Model 9,Brand A,8,Poor,187,Electric,109,0.5310686098631828,Rural,0.6442639875995467,Short-Term,7.779303533656057,Advanced,High,0.8,588.69
Seed Drill,Mower Model 19,Brand B,13,Good,223,Electric,291,0.748932487171382,Rural,0.6674281769742367,Short-Term,7.3276190584983905,Advanced,High,1.2,3157.71
Tractor,Mower Model 23,Brand D,11,Fair,259,Electric,52,0.7248203914697493,Suburban,0.08737038753262405,Short-Term,9.51832659427938,Basic,Medium,1.3,180.34
Manure Spreader,Tractor Model 1,Brand A,13,Fair,116,Diesel,407,0.2295751455391809,Urban,0.4379591478179692,Short-Term,8.727161608031434,Intermediate,Medium,1.0,2918.32
Manure Spreader,Sprayer Model 8,Brand C,13,Good,117,Diesel,257,0.011139357815645567,Urban,0.2282257255447221,Long-Term,5.858381929282768,Advanced,Low,1.0,1630.3
Plough,Cultivator Model 19,Brand A,10,Good,225,Electric,124,0.19071171193704184,Suburban,0.2560445591356847,Short-Term,8.105132691290063,Advanced,Medium,1.0,907.84
Sprayer,Combine Harvester Model 3,Brand B,3,Fair,284,Diesel,499,0.7571035676661115,Suburban,0.4891505433188871,Short-Term,14.302895384014331,Advanced,High,0.9,4011.89
Harrow,Combine Harvester Model 33,Brand A,13,Good,274,Diesel,135,0.5799033968130229,Suburban,0.04712264862420257,Short-Term,8.621308771199901,Basic,High,1.0,627.52
Manure Spreader,Combine Harvester Model 35,Brand A,6,Poor,240,Diesel,162,0.8558617375283799,Rural,0.08021937457766992,Short-Term,11.878337793175815,Intermediate,High,1.0,653.61
Mower,Combine Harvester Model 29,Brand A,9,Fair,183,Diesel,283,0.9265542250343524,Urban,0.27547244502701174,Long-Term,10.324977782142348,Intermediate,High,0.8,843.54
Mower,Seed Drill Model 16,Brand C,10,Good,226,Electric,463,0.5195256102812326,Suburban,0.980905896500729,Short-Term,8.986253713150164,Basic,Medium,0.8,2694.97
Seed Drill,Manure Spreader Model 31,Brand C,4,Good,48,Electric,376,0.010998960221162979,Suburban,0.1533580996537265,Long-Term,9.255983152499816,Basic,Medium,1.2,3963.04
Seed Drill,Mower Model 12,Brand A,2,New,204,Diesel,276,0.36049720666680185,Urban,0.7750688675504064,Long-Term,8.232768686467313,Intermediate,Medium,1.2,4881.02
Harrow,Plough Model 10,Brand D,7,Good,100,Electric,418,0.46336418624700626,Rural,0.45381404921344315,Long-Term,7.9249193766895285,Basic,Low,1.0,2903.21
Cultivator,Cultivator Model 38,Brand D,8,Fair,38,Hybrid,118,0.5574986182853107,Suburban,0.880243276771141,Short-Term,6.823316893007428,Basic,High,1.1,1356.16
Harrow,Plough Model 31,Brand C,4,Good,94,Electric,223,0.9353029405086875,Urban,0.7994346574777416,Short-Term,13.774125762369302,Basic,Low,1.0,3173.11
Cultivator,Harrow Model 25,Brand C,4,Poor,33,Hybrid,83,0.06136052910470602,Urban,0.29487797411379935,Short-Term,14.942979721910612,Intermediate,Medium,1.1,716.31
Mower,Harrow Model 5,Brand C,7,Poor,22,Diesel,372,0.551796710284827,Rural,0.6876144321077512,Short-Term,8.195512890971399,Intermediate,Medium,0.8,2936.91
Seed Drill,Plough Model 44,Brand B,5,Good,195,Diesel,275,0.5157118100355026,Suburban,0.4179803150948521,Short-Term,13.123780575220884,Intermediate,High,1.2,2866.46
Sprayer,Tractor Model 11,Brand D,7,Fair,31,Hybrid,86,0.3324454714627917,Urban,0.48225243506075544,Short-Term,9.523435461745565,Intermediate,Medium,0.9,736.56
Seed Drill,Plough Model 37,Brand C,13,Good,52,Hybrid,78,0.7438813968081912,Rural,0.24023384426609784,Short-Term,12.970981248511936,Advanced,Low,1.2,876.4
Combine Harvester,Manure Spreader Model 17,Brand D,11,Fair,140,Diesel,53,0.7156844862972945,Urban,0.3777049901235322,Short-Term,7.875505578410614,Intermediate,Medium,1.2,301.03
Tractor,Seed Drill Model 44,Brand B,8,Poor,92,Electric,76,0.14529643226586597,Urban,0.8781987347028232,Short-Term,10.457210080823156,Basic,High,1.3,762.43
Sprayer,Plough Model 27,Brand B,2,New,167,Hybrid,170,0.5499895115482635,Urban,0.3395275266890607,Short-Term,10.237429619802425,Intermediate,Low,0.9,2168.95
Seed Drill,Cultivator Model 40,Brand B,3,Good,89,Diesel,78,0.6262848055475633,Urban,0.2448915551970231,Short-Term,7.69118889228754,Intermediate,Low,1.2,1365.2
Harrow,Cultivator Model 7,Brand B,4,Good,260,Hybrid,293,0.14860382662869698,Rural,0.0207407805075126,Long-Term,6.594481183996024,Advanced,Medium,1.0,1973.42
Cultivator,Plough Model 43,Brand A,11,Good,267,Electric,141,0.24300210521698706,Rural,0.9900078522708657,Short-Term,14.02172567175753,Intermediate,Low,1.1,1348.73
Plough,Cultivator Model 24,Brand B,5,Fair,145,Electric,340,0.9451879489663375,Urban,0.8138910198286499,Long-Term,5.627715737980635,Basic,High,1.0,2701.26
Cultivator,Combine Harvester Model 38,Brand B,2,Fair,264,Electric,152,0.0937622474195291,Suburban,0.055621536839014274,Short-Term,7.499386655774828,Intermediate,Low,1.1,1089.83
Combine Harvester,Combine Harvester Model 24,Brand A,12,Good,50,Electric,492,0.15893489629605284,Urban,0.9558487633183481,Long-Term,7.715013300096363,Basic,Low,1.2,6752.76
Plough,Harrow Model 1,Brand D,6,Poor,122,Diesel,108,0.9829953017467685,Urban,0.44547501364545405,Short-Term,8.682247491271093,Intermediate,Low,1.0,620.95
Seed Drill,Plough Model 48,Brand B,12,Good,19,Electric,108,0.49170541172995064,Suburban,0.5575598807936613,Short-Term,13.005966345142237,Basic,High,1.2,1424.4
Tractor,Cultivator Model 23,Brand A,12,Poor,178,Hybrid,398,0.9482839364789742,Rural,0.5705673291269484,Short-Term,5.119545001055307,Intermediate,High,1.3,2533.39
Tractor,Sprayer Model 18,Brand D,13,Good,219,Hybrid,227,0.5740019572291236,Suburban,0.5240535538575349,Short-Term,11.396327067233575,Advanced,High,1.3,1841.44
Combine Harvester,Plough Model 6,Brand C,7,Good,129,Electric,56,0.4107455280802421,Rural,0.830204916316992,Short-Term,13.088761838355778,Advanced,Medium,1.2,907.85
Harrow,Cultivator Model 40,Brand D,10,Fair,259,Electric,182,0.3359333933670696,Suburban,0.20826255310533626,Short-Term,10.647615704832742,Advanced,Medium,1.0,685.68
Manure Spreader,Harrow Model 43,Brand D,3,Poor,37,Diesel,477,0.9146509158080726,Rural,0.2028290802316085,Long-Term,13.764461502928926,Intermediate,Low,1.0,2527.57
Plough,Combine Harvester Model 30,Brand C,5,Fair,102,Electric,280,0.2922089395925529,Urban,0.23550676254443137,Short-Term,9.066230479211416,Intermediate,Low,1.0,2262.45
Mower,Cultivator Model 38,Brand D,4,Poor,48,Hybrid,290,0.4569102464315149,Urban,0.45868036169593207,Short-Term,12.690498820691353,Intermediate,High,0.8,1850.11
Manure Spreader,Combine Harvester Model 38,Brand D,7,Good,259,Diesel,250,0.2266461622212187,Urban,0.8396808033824791,Long-Term,7.067939412697082,Intermediate,Medium,1.0,1691.9
Tractor,Plough Model 11,Brand C,8,Good,299,Diesel,369,0.43902406656241,Suburban,0.5191275742312123,Short-Term,8.455840785746531,Intermediate,Medium,1.3,3569.85
Tractor,Tractor Model 44,Brand D,14,Good,101,Diesel,107,0.5528280248775314,Suburban,0.9467729038293339,Long-Term,8.278259090422349,Advanced,Medium,1.3,1280.08
Cultivator,Sprayer Model 35,Brand D,1,Good,141,Hybrid,61,0.8801771512787043,Urban,0.19172481877568315,Short-Term,8.850684366411521,Advanced,High,1.1,803.52
Seed Drill,Tractor Model 7,Brand C,4,Fair,196,Electric,91,0.45700176278177274,Rural,0.9960201529815479,Long-Term,8.096487624135078,Basic,High,1.2,733.09
Combine Harvester,Sprayer Model 46,Brand D,5,Good,176,Hybrid,61,0.6436279757350001,Urban,0.6858973982216897,Short-Term,5.583585664191924,Intermediate,Medium,1.2,743.58
Tractor,Seed Drill Model 6,Brand A,5,Fair,50,Diesel,245,0.35552380960352903,Rural,0.4570154124239768,Short-Term,6.8284384606961455,Basic,High,1.3,4139.68
Tractor,Sprayer Model 14,Brand B,1,Fair,129,Hybrid,354,0.12506507083189589,Suburban,0.2221564507081042,Short-Term,9.195316752330308,Intermediate,High,1.3,4587.32
Manure Spreader,Seed Drill Model 37,Brand B,12,Good,194,Diesel,286,0.8732016744168759,Urban,0.3506641051583481,Short-Term,8.17995644556532,Intermediate,Medium,1.0,1743.93
Plough,Plough Model 37,Brand C,11,Good,286,Diesel,278,0.9158940964667737,Suburban,0.6922419136616387,Short-Term,13.834975363624517,Intermediate,Medium,1.0,1720.07
Tractor,Manure Spreader Model 42,Brand D,8,Fair,190,Electric,295,0.32727934083578325,Urban,0.6371402225268729,Short-Term,13.3006227050763,Basic,Medium,1.3,1709.94
Seed Drill,Cultivator Model 6,Brand D,7,Good,274,Hybrid,403,0.8623623367406784,Urban,0.20261670697605494,Long-Term,11.909999201794133,Intermediate,Low,1.2,1943.75
Harrow,Cultivator Model 38,Brand A,1,Good,109,Diesel,422,0.2170734205004352,Urban,0.7739659802360271,Short-Term,10.698014701651605,Basic,High,1.0,8498.98
Mower,Sprayer Model 24,Brand A,6,Fair,295,Hybrid,362,0.2533139672706959,Urban,0.03365064963812803,Short-Term,7.097186373596801,Basic,Low,0.8,1436.66
Manure Spreader,Combine Harvester Model 17,Brand B,4,Good,202,Hybrid,233,0.9924337215531742,Urban,0.5381215856859164,Short-Term,8.498710264138177,Advanced,Low,1.0,3040.56
Tractor,Combine Harvester Model 27,Brand C,10,Good,237,Hybrid,257,0.38842698357471495,Suburban,0.5873896462910636,Long-Term,9.108799608686233,Basic,Medium,1.3,1457.46
Manure Spreader,Seed Drill Model 50,Brand D,5,Good,11,Diesel,496,0.41281829191062447,Suburban,0.002773092918560982,Long-Term,5.363182532682665,Basic,High,1.0,3842.71
Sprayer,Cultivator Model 21,Brand C,2,Good,245,Diesel,446,0.3067919498901991,Suburban,0.07781266885554872,Short-Term,6.880558883177015,Intermediate,Low,0.9,3276.21
Mower,Tractor Model 19,Brand B,1,Poor,36,Diesel,115,0.130487704730345,Rural,0.2098751220447378,Long-Term,9.689273918010741,Intermediate,Medium,0.8,731.09
Plough,Manure Spreader Model 18,Brand D,14,Good,194,Hybrid,187,0.5659858708777485,Urban,0.0772193880411256,Short-Term,10.508171888479305,Intermediate,Low,1.0,710.64
Plough,Cultivator Model 32,Brand B,12,Poor,38,Hybrid,312,0.253594563078686,Urban,0.41883776507766135,Short-Term,7.0749074999758985,Basic,Medium,1.0,1939.44
Plough,Mower Model 43,Brand B,10,Fair,16,Hybrid,188,0.3148833584922024,Rural,0.30987683709372416,Short-Term,12.44980181519441,Basic,High,1.0,1330.12
Harrow,Sprayer Model 32,Brand A,8,Good,62,Diesel,212,0.6149985254704756,Suburban,0.28038974868457456,Short-Term,8.371438812281255,Basic,Medium,1.0,2412.36
Sprayer,Seed Drill Model 33,Brand A,11,Good,123,Diesel,470,0.3085789850648816,Suburban,0.2474144542589144,Short-Term,14.793727029411599,Intermediate,Low,0.9,3006.14
Mower,Manure Spreader Model 8,Brand D,5,Fair,269,Diesel,111,0.5957413130999811,Rural,0.16813241347562946,Short-Term,13.96706306633026,Advanced,High,0.8,452.53
Mower,Cultivator Model 40,Brand C,5,New,98,Diesel,275,0.3354893686631133,Suburban,0.8551447048495293,Short-Term,14.615971413699762,Basic,High,0.8,3658.35
